username,score,at,content,thumbsupcount,has_pembayaran,has_driver,has_aplikasi,has_harga,has_layanan,has_order,has_waktu,has_lokasi,has_komunikasi,has_umum,clean_text,label
aulianingrum0808,1,2025-09-21 04:05:47,aku 2 kali diomelin karna berenti ga di titiknya pdhl itu ngelewatin aku kan nyari yang ada titiknya di maxim ga semua daerah ada aku pilih yang ada deket dari titik aku turun aku diomelin 2 kali aku digituin aku udh jelasin di maxim ngga ada titik nya dia ttp marah aku tambahin bayarannya dia berhenti marah pdhl aku turun sebelum tujuan jatohnya dia ga rugi dong karna aku turunnya ga ngelewatin bates order aku tadi aku batalin dia marah pdhl gada semenit lngsng aku batalin karna aku tkt,0,0,1,0,1,0,1,0,1,0,0,kali diomelin karna berenti ga titiknya pdhl ngelewatin nyari titiknya maxim ga daerah pilih deket titik turun diomelin kali digituin udh jelasin maxim ngga titik nya ttp marah tambahin bayarannya berhenti marah pdhl turun tujuan jatohnya ga rugi karna turunnya ga ngelewatin bates order batalin marah pdhl gada semenit lngsng batalin karna tkt,netral
Abang Nasgor,1,2025-09-21 03:56:15,mohon maaf ni saya berkali kali order makanan dan saya sudah tambahkan deskripsi apa yang saya order sebelum order ko tetep salah terus ya masalahnya makanan yang saya order dan sampai beda jauh harganya ini masalah di aplikasinya atau drivernya ini sama suka minta biaya yang mohon maaf lagi ni kek pungli mohon di evaluasi lagi,0,0,0,0,1,0,1,0,0,0,1,mohon maaf ni berkali kali order makanan tambahkan deskripsi order order ko tetep salah ya makanan order beda harganya aplikasinya drivernya suka biaya mohon maaf ni kek pungli mohon evaluasi,puas
risma pakpahan,1,2025-09-21 03:33:59,ada kaspro tapi gak bisa di pakai drivernya minta bayar cash katanya mereka gak bisa ditarik jangan persulit driver maxim jadi saya cancel pilih transportasi online yg lain,0,1,1,0,0,0,0,0,0,0,0,kaspro gak pakai drivernya bayar cash gak ditarik persulit driver maxim cancel pilih transportasi online yg,netral
Ashim6B Dhiyaudd1n,5,2025-09-21 03:33:31,makin update makin bermasalah masih makin jelek makin di update pliss lah kok susah sekali bagian dlivery nya,1,0,0,1,0,0,0,0,0,0,1,update bermasalah jelek update pliss susah dlivery nya,tidak puas
Salwa Khoiruli,1,2025-09-21 03:28:43,sumpah ya bikinn aku emosi sama driver maxim tadi saya pesen maxim terus saya batalin karna ada hal lainnn nahhhhhh maxim nya g terima maki maki aku pakaiii nada tinggii perkataan kasar jg sampek dia ke lokasi aku buat minta ganti rugii baru kali ini akuu batalin maxim di kayak giniin,0,0,1,0,0,1,0,0,1,0,0,sumpah ya bikinn emosi driver maxim pesen maxim batalin karna lainnn nahhhhhh maxim nya g terima maki maki pakaiii nada tinggii perkataan kasar jg sampek lokasi ganti rugii kali akuu batalin maxim kayak giniin,netral
Fardhan.m1 M1,5,2025-09-21 03:02:00,good,0,0,0,0,0,0,0,0,0,0,0,good,netral
Sembiring Meliala,5,2025-09-21 02:39:47,good,0,0,0,0,0,0,0,0,0,0,0,good,netral
Syam Yanata,2,2025-09-21 02:13:30,gak jelas pesan makanan tapi titik jemput ordernya tidak sesuai mau cancel tidak bisa malah diarahkan ganti orderan sudah dituruti ganti orderan masih tetep seperti itu,10,0,1,1,1,0,1,0,1,1,0,gak pesan makanan titik jemput ordernya sesuai cancel diarahkan ganti orderan dituruti ganti orderan tetep,netral
Juhri Samson,5,2025-09-21 02:06:25,sangat membantu unruk transportasi,0,0,0,0,0,0,0,0,0,0,0,membantu unruk transportasi,netral
Nur Ikma,1,2025-09-21 01:59:22,knp maxim makin oon sih padahal ada maxim disekitar saya knp harus yg jauh bgt gw jadinya selalu trlambat gara2 kejauhan tolol,0,0,0,0,0,0,0,0,0,0,0,knp maxim oon sih maxim disekitar knp yg bgt gw trlambat gara kejauhan tolol,tidak puas
Zaid Fathan,1,2025-09-21 01:32:54,maxim taii sedikit main blokir makan uang saldo,0,1,0,0,0,0,0,0,0,0,0,maxim taii main blokir makan uang saldo,netral
Dolok Frengki,5,2025-09-21 01:25:34,oke,0,0,0,0,0,0,0,0,0,0,0,oke,netral
Rafka Aja,5,2025-09-21 00:44:24,good,0,0,0,0,0,0,0,0,0,0,0,good,netral
Nafisah Camelia,2,2025-09-21 00:14:21,bisa ga maxim tu titik map nya yg bener dikit pas dicek titik lokasi nya beda tempat sama yg di pencarian menyusahkan saja huhh yg ad kasian driver nya jemput di titik yg ga akurat terus perbaiki lah dikit sistem nya dipencarian map sama titik tu disesuaikan,34,0,1,0,0,0,1,0,1,0,0,ga maxim tu titik map nya yg bener dikit pas dicek titik lokasi nya beda yg pencarian menyusahkan huhh yg ad kasian driver nya jemput titik yg ga akurat perbaiki dikit sistem nya dipencarian map titik tu disesuaikan,netral
WIter Dhan,5,2025-09-21 00:13:44,oke,0,0,0,0,0,0,0,0,0,0,0,oke,netral
Faisal Ama,5,2025-09-20 23:17:31,josjis,0,0,0,0,0,0,0,0,0,0,0,josjis,netral
FRANS YOE,4,2025-09-20 23:11:05,gk ada fasilitas credit card nya,1,0,0,0,0,0,0,0,0,0,0,gk fasilitas credit card nya,netral
Warjo Suwarjo,5,2025-09-20 22:53:35,cepat dan lancar,0,0,0,0,0,0,0,1,0,0,0,cepat lancar,puas
Thanus Man,1,2025-09-20 22:40:59,wah parah sih masa saya isi wallet kaspro udah biaya admin mahal pas masuk ternyata kepotong hadeh anehhh,0,1,0,0,1,1,0,0,0,0,1,parah sih isi wallet kaspro udah biaya admin mahal pas masuk kepotong hadeh anehhh,tidak puas
4rianto Sitan99an9,1,2025-09-20 21:29:07,aplikasi yg merugikan mitra driver sangat merugikan moga lekas bangkrut amin,0,0,1,0,0,0,0,0,0,0,0,aplikasi yg merugikan mitra driver merugikan moga lekas bangkrut amin,netral
Zahra,1,2025-09-20 16:13:20,tidak recommended percuma kalo ada saldonya tapi gabisa dipake full buat bayar perjalanan saldonya cuma bisa untuk potongan harga doang cuih,21,1,0,0,1,0,0,0,0,0,0,recommended kalo saldonya gabisa dipake full bayar perjalanan saldonya potongan harga doang cuih,netral
Cc Audio,5,2025-09-20 15:56:11,mantep,0,0,0,0,0,0,0,0,0,0,0,mantep,netral
Shincan Kenzo,1,2025-09-20 14:07:07,mana fitur batalkan pesanan,0,0,0,1,0,0,1,0,0,0,0,fitur batalkan pesanan,netral
Diah Wulandari,5,2025-09-20 13:48:37,murce murce,0,0,0,0,0,0,0,0,0,0,0,murce murce,netral
jo caroline,1,2025-09-20 13:46:51,min kondisikan ada drivernya cabul kaya mana cara laporinnya min,0,0,0,0,0,0,0,0,0,0,0,min kondisikan drivernya cabul kaya laporinnya min,netral
Yusuf Ariwibowo16,5,2025-09-20 13:41:54,baik,0,0,0,0,0,0,0,0,0,0,0,,netral
Gus Adam Al Kautsar 2,5,2025-09-20 13:22:20,i like itt,0,0,0,0,0,0,0,0,0,0,0,i like itt,netral
Rizt “Mas Bro” Event,2,2025-09-20 13:19:09,pelayanan driver bagus tapi saya bayar pake maxim wallet knpa gagal terus waktu ngisi saldo kna admin pas sudah masuk dicek tau tau kna potongam lagi potongan apa ngga ada keterangan sama sekali eh pas dipakai transaksi gagal terus kaspro gmna nich tanggung jawabnya,0,1,1,1,1,0,0,0,0,0,1,pelayanan driver bagus bayar pake maxim wallet knpa gagal ngisi saldo kna admin pas masuk dicek tau tau kna potongam potongan ngga keterangan eh pas dipakai transaksi gagal kaspro gmna nich tanggung,puas
Menara Sentraya Pisintegrated,1,2025-09-20 13:18:35,selalu d suruh update trus,0,0,0,1,0,0,0,0,0,0,0,d suruh update trus,netral
Azka Bilqish,1,2025-09-20 13:00:49,eh maxim stop promo promo berentiin orang dijalan dong udah gitu maksa banget lagi dah,0,0,0,0,1,0,0,0,0,0,0,eh maxim stop promo promo berentiin orang dijalan udah gitu maksa banget dah,netral
Dede Molohok,5,2025-09-20 12:38:25,r diding sukar,0,0,0,0,0,0,0,0,0,0,0,r diding sukar,puas
karin setiawati Putri,5,2025-09-20 12:00:15,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Jahidin Jahidin,5,2025-09-20 11:56:15,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Asep Kurniawan,2,2025-09-20 10:50:24,alasan cs malas pakai maxim 1 kendala di map yang susah menyesuaikan titiknya 2 payment wallet disarankan bekerjasama dengan ovo dana potongan adminya kecil kalau top up 3 helm yang terlalu kecil sehingga cs merasa kesakitan dibagian kepala 4 silahkan isi sendiri,0,0,0,0,1,0,0,0,0,0,1,alasan cs malas pakai maxim kendala map susah menyesuaikan titiknya payment wallet disarankan bekerjasama ovo dana potongan adminya top up helm cs kesakitan dibagian kepala silahkan isi,tidak puas
boy dimas,1,2025-09-20 10:30:39,saldo maxim ga bisa di tarik niat mau isi saldo non tunai malah ga bisa di tarik sangat merugikan customer,0,1,0,0,0,0,0,0,0,0,0,saldo maxim ga tarik niat isi saldo non tunai ga tarik merugikan customer,netral
Indri Yani,1,2025-09-20 10:17:13,tolong dong ini gua ngisi kaspro kaga masuk gimana ceritanya gojek grab langsung masuk saldonya maxim parah amat sekalinya masuk segala ada potongan hadeuhhh payaahhh,0,1,0,0,1,1,0,0,0,0,1,tolong gua ngisi kaspro kaga masuk gimana ceritanya gojek grab langsung masuk saldonya maxim parah sekalinya masuk potongan hadeuhhh payaahhh,tidak puas
Yuniartika D Sukmawati,1,2025-09-20 10:11:27,saya sudah melakukan isi ulang uang dimaxim nyata ga masuk giliran direstrat tiba nomer melampai batas kecewa banget sama maximm ga lagi deh,0,1,0,0,0,0,0,0,0,0,1,isi ulang uang dimaxim nyata ga masuk giliran direstrat nomer melampai batas kecewa banget maximm ga deh,tidak puas
Budiyanto,1,2025-09-20 10:11:27,tim it nye wajib di ganti aplikasi gak bener cari alamat tujuan nya aja susah kacau sering double order hei tim it mending lu sekolah lagi biar pinter,0,0,0,0,0,0,1,0,0,0,0,tim it nye wajib ganti aplikasi gak bener cari alamat tujuan nya aja susah kacau double order hei tim it mending lu sekolah biar pinter,tidak puas
Suci Safitri,1,2025-09-20 09:59:22,penjemputan lama top up e walet ga masuk udah sebulan,0,0,0,0,0,0,0,1,0,0,1,penjemputan top up e walet ga masuk udah sebulan,netral
Imah Ima aja,5,2025-09-20 09:49:01,terimakasih maxim kau penghantar ku kemana saja dgn harga stabil sangat rekomendasi buat kalangan menengah kebawah dan sll memakai maxim kemanapun perginya,0,0,0,0,1,0,0,0,0,0,1,terimakasih maxim kau penghantar ku kemana dgn harga stabil rekomendasi kalangan menengah kebawah sll memakai maxim kemanapun perginya,netral
Kiki Mulki,5,2025-09-20 09:20:00,oklah,0,0,0,0,0,0,0,0,0,0,0,oklah,netral
King Kopal,1,2025-09-20 08:57:10,benerin aplikasinya biar ga telat masuk dana kaspronya udah di isi malah berubah aja jadi tunai tanpa konfirmasi padahal ada saldo akhirnya driver ngoceh aja dijelasin ga ngerti drivernya jga,0,1,1,0,1,0,0,1,0,0,0,benerin aplikasinya biar ga telat masuk dana kaspronya udah isi berubah aja tunai konfirmasi saldo driver ngoceh aja dijelasin ga ngerti drivernya jga,netral
Ramos Rekotomo,1,2025-09-20 08:37:23,kak admin saya mau menggunakan maxim costumer saya kenapa akun maxim costumer saya gak bisa bisa kebuka apakah akun maxim costumer saya kena blokir kak admin saya mohon tolong kak admin buka blokiran supaya akun maxim costumer saya bisa kembali menggunakan seperti semula terima kasih,11,0,0,0,0,0,0,0,0,0,0,kak admin maxim costumer akun maxim costumer gak kebuka akun maxim costumer kena blokir kak admin mohon tolong kak admin buka blokiran akun maxim costumer terima kasih,netral
mas motovlog,5,2025-09-20 08:33:44,transfortasi murah meriah pelayanan ok tapi tolong untuk oengembang atau developer kalau bisa cari drivenya yang di siktaran pemesna biar lebih mudah dan tidak harus nunggu lama kalau drivernya jauh terimakasih,98,0,0,0,1,0,0,1,0,0,1,transfortasi murah meriah pelayanan ok tolong oengembang developer cari drivenya siktaran pemesna biar mudah nunggu drivernya terimakasih,puas
Risfia Ris,5,2025-09-20 07:25:56,so far so good,222,0,0,0,0,0,0,0,0,0,0,so far so good,netral
Maradona Vivo,5,2025-09-20 06:55:06,aplikasinya bagus dan mudah,0,0,0,0,0,0,0,0,0,0,1,aplikasinya bagus mudah,puas
Raisa Marie,4,2025-09-20 06:14:50,kasih bintang 4 aja krna kalau mau kode verifikasi nya pake nomer yang ada cetang biru dan pake nama jadi ragu takut nya itu penipuan atau apapun itu yang bisa merugikan,0,0,0,0,1,0,0,0,0,0,0,kasih bintang aja krna kode verifikasi nya pake nomer cetang biru pake nama ragu takut nya penipuan apapun merugikan,netral
Era Rezabkl,1,2025-09-20 06:12:35,pesanan tdk sesuai driveny ga bisa baca,0,0,0,0,0,0,1,0,0,0,0,pesanan tdk sesuai driveny ga baca,netral
Febrianda Hitimala,3,2025-09-20 04:11:39,tolong adain fitur kamera dong kayak grab sma gojek biar bisa foto lokasi ke driver susah bgt kalo driver gabisa baca maps dan gabisa lkat titik jemput,0,0,1,1,0,0,1,0,1,0,0,tolong adain fitur kamera kayak grab sma gojek biar foto lokasi driver susah bgt kalo driver gabisa baca maps gabisa lkat titik jemput,tidak puas
uqyerty,1,2025-09-20 03:10:30,jualan jaket aja trus pelanggan dikit,0,0,0,0,0,0,0,0,0,0,0,jualan jaket aja trus pelanggan dikit,netral
Supian Salman,3,2025-09-20 02:30:15,memperlancar belanja dan ojek,0,0,1,0,0,0,0,0,0,0,0,memperlancar belanja ojek,netral
Muchammad Solihin,5,2025-09-20 00:10:22,mantaps,0,0,0,0,0,0,0,0,0,0,0,mantaps,puas
Aulia Salsabilaa,1,2025-09-20 00:05:01,driver kurang ajar genit dibawa kemnaa mana gasesuai maps,0,0,1,1,0,0,0,0,1,0,0,driver ajar genit dibawa kemnaa gasesuai maps,netral
Elda Hambur,3,2025-09-19 21:50:44,haduh kecewa sih kok ada ya drivernya yg tolol gak tanggung jawab udh bikin kaki kiri istri sya celaka krna driver nyenggol mobil di tmbah lg kaki istri sya kena luka dalam memang luka nya gak sberapa tp minimal tuh ada tanggung jawab nya gtu sdkit blum lama ke aplikasi ojol ini tp baru kali ini kejadian kya gini,0,0,1,0,0,0,0,1,0,0,1,haduh kecewa sih ya drivernya yg tolol gak tanggung udh bikin kaki kiri istri sya celaka krna driver nyenggol mobil tmbah lg kaki istri sya kena luka luka nya gak sberapa tp minimal tuh tanggung nya gtu sdkit blum aplikasi ojol tp kali kejadian kya gini,tidak puas
ko cak,1,2025-09-19 20:50:26,saya udah order dari jam 3 00 saya sudah cek ternyata hanya 6menit cuma saya tunggu udah 20 menit ojek nya belum sampai sampai sudah saya hubungi juga gak bisa mengecewakan banget tolong di benerin ya,0,0,1,0,0,0,1,0,0,1,1,udah order jam cek menit tunggu udah menit ojek nya hubungi gak mengecewakan banget tolong benerin ya,netral
Azhar Ilham,1,2025-09-19 15:51:25,spg lo tuh scam saldo 200k gabisa dipake koncet,0,1,0,0,0,0,0,0,0,0,0,spg lo tuh scam saldo k gabisa dipake koncet,netral
Arief Munadji,5,2025-09-19 15:18:36,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Me Sg,5,2025-09-19 15:17:09,murah ramah dan cepat,0,0,0,0,1,1,0,1,0,0,0,murah ramah cepat,puas
Syaiful Ramadhan,5,2025-09-19 14:04:33,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Hong Xi_Chow,1,2025-09-19 14:02:07,suka sembarangan pakir didepan toko orang tanpa izin di tegur mala lawan ajak ribut maxim dulu orangnya ramah ramah sekarang makin rusak mohon maaf saya kasih 1bintang,0,0,0,0,0,1,0,0,0,0,1,suka sembarangan pakir didepan toko orang izin tegur mala lawan ajak ribut maxim orangnya ramah ramah rusak mohon maaf kasih bintang,puas
Siti Muryati,5,2025-09-19 13:22:44,baguss bgt aplikasi ini sangat bermanfaat untuk keperluan berpergian,0,0,0,0,0,0,0,0,0,0,0,baguss bgt aplikasi bermanfaat keperluan berpergian,puas
wahyu nugroho,3,2025-09-19 13:09:22,kenapa kalo isi kaspro masuknya lama banget,0,1,0,0,0,0,0,1,0,0,0,kalo isi kaspro masuknya banget,netral
Abu Yusuf Ismail,5,2025-09-19 12:57:46,wow harganya transportasinya murah cocok bagi wisatawan yg ingin jalan tanpa biaya mahal terlebih tersedia hampir di seluruh indonesia loh,0,0,0,0,1,0,0,0,0,0,0,wow harganya transportasinya murah cocok wisatawan yg jalan biaya mahal tersedia indonesia loh,puas
Virgiawa Ngabi,5,2025-09-19 12:01:43,aplikasi maxim sangat bagus tapi driver nya yang kurang bagus pembyaran tidak sesuai apk minta uang lebih lagi tida sesuai apk mameng,0,1,1,0,1,0,1,0,0,0,1,aplikasi maxim bagus driver nya bagus pembyaran sesuai apk uang tida sesuai apk mameng,puas
Erni Wati,5,2025-09-19 11:37:07,pake aplikasi maxim ini lumayan sih aku suka terus ongkirnya murah lagi cuman sekarang kalau mau pesan maxim mikir 1 2 3 kali dulu karna aplikasnya buat hp jadi rusak terus panasnya minta ampun tinggal nunggu apinya aja keluar pada hal cuman dalam waktu 10 15 menit beda kayak dulu,215,0,0,0,1,0,1,1,0,1,1,pake aplikasi maxim lumayan sih suka ongkirnya murah cuman pesan maxim mikir kali karna aplikasnya hp rusak panasnya ampun tinggal nunggu apinya aja cuman menit beda kayak,puas
Ria Damayanti,5,2025-09-19 11:17:29,aplikasi maxim sekarang mahal ongkos nya udah gitu lama lagi dapat nya yang bagus aplikasi apa ya,1,0,0,0,1,0,0,1,0,0,1,aplikasi maxim mahal ongkos nya udah gitu nya bagus aplikasi ya,puas
Super Story,5,2025-09-19 11:00:48,mantap,0,0,0,0,0,0,0,0,0,0,1,mantap,puas
Kakek Zeus,5,2025-09-19 10:44:28,drivernya baik dan tidak ugal2an,0,0,0,0,0,0,0,0,0,0,0,drivernya ugalan,netral
Juni Dyanto,5,2025-09-19 10:20:52,alhamdulillah aplikasi ini membantu saya terimakasih pt sito,0,0,0,0,0,0,0,0,0,0,0,alhamdulillah aplikasi membantu terimakasih pt sito,netral
Renika Apriyani,1,2025-09-19 10:15:19,driver tidak ramah,0,0,1,0,0,1,0,0,0,0,0,driver ramah,netral
Alexander Purba,1,2025-09-19 09:57:30,aplikasinya ngk bisa dipakai,0,0,0,0,0,0,0,0,0,0,0,aplikasinya ngk dipakai,netral
Maido Rekoso,1,2025-09-19 09:20:25,mohon vendor yang sudah tutup khususnya food dihapus dari aplikasi customer sudah tunggu lama ternyata tutup kasihan juga driver sudah jauh jauh datang malah tutup mohon diperbaiki trims,2,0,1,0,0,0,0,1,0,0,0,mohon vendor tutup food dihapus aplikasi customer tunggu tutup kasihan driver tutup mohon diperbaiki trims,netral
Mriyadi Madiun East Java,5,2025-09-19 07:56:37,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
raviel,1,2025-09-19 07:34:37,apk korup njing,0,0,0,0,0,0,0,0,0,0,0,apk korup njing,netral
Mutmainah Irji'i,1,2025-09-19 07:23:59,aplikasi apaan ini mau dipakai pesen udh tulis alamat tujuan ilang terus aplikasi abal2 ga bermutu,0,0,0,0,0,0,0,0,0,0,0,aplikasi dipakai pesen udh tulis alamat tujuan ilang aplikasi abal ga bermutu,netral
Desy Fitriyani Sari,3,2025-09-19 06:47:32,kenapa ya kalau isi kaspro wallet masuk uangnya lama banget padahal mau dipakai hmmmmm,0,1,0,0,0,0,0,1,0,0,0,ya isi kaspro wallet masuk uangnya banget dipakai hmmmmm,netral
Sisca Siro,5,2025-09-19 05:28:09,mantap,0,0,0,0,0,0,0,0,0,0,1,mantap,puas
bebante official,1,2025-09-19 05:24:35,drivernya pilih pilih,0,0,0,0,0,0,0,0,0,0,0,drivernya pilih pilih,netral
Syifa Sarita Azzahra,1,2025-09-19 04:24:29,tolong dong kenapa kaspro ku ga mau mana masih ada uang ku lagi di sana,0,1,0,0,0,0,0,0,0,0,0,tolong kaspro ku ga uang ku,netral
S Joko Sabdono,2,2025-09-19 04:05:11,menurut para driver di koya cilacap driver sudah banyak sekali karena maxim mudah sekali cara daftarnya dan tidak di batasi l ini merugikan para driver karena pengguna layanan lebih sedikit di banding drivernya selisih separuh driver 500 pengguna hanya 250 orang dan lagi biaya sangat murah baik mulai penumpang delivery ataupun shop food atau good food menurut saya memang tidak manusiawi beberapa kawan driver maxim cerita bahwa pendapat hanya cukup untuk bensin dan top up saldo maxim,0,1,1,0,1,0,0,0,0,0,1,driver koya cilacap driver maxim mudah daftarnya batasi l merugikan driver pengguna layanan banding drivernya selisih separuh driver pengguna orang biaya murah penumpang delivery shop food good food manusiawi kawan driver maxim cerita pendapat bensin top up saldo maxim,puas
Vhita Marsabessy04,5,2025-09-19 03:41:26,sangat bagus harga murah,0,0,0,0,1,0,0,0,0,0,1,bagus harga murah,puas
siti nurjanah,5,2025-09-19 03:18:26,alhamdulillah baik cuman ada kelemahannya titik jemput dan titik tujuan masih kurang pas,0,0,0,0,0,0,1,0,1,0,0,alhamdulillah cuman kelemahannya titik jemput titik tujuan pas,netral
Hot 30i,1,2025-09-19 03:12:21,mau download app terbaru gak bisa aja,0,0,0,0,0,0,0,0,0,0,0,download app terbaru gak aja,netral
boy akmal difendry,5,2025-09-19 03:12:12,di c o b a,0,0,0,0,0,0,0,0,0,0,0,c o b a,netral
Muhammad Adam,1,2025-09-19 02:58:08,apk gk guna,0,0,0,0,0,0,0,0,0,0,0,apk gk,netral
Dian M.S.,5,2025-09-19 00:34:15,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Anna Maria,3,2025-09-19 00:21:41,untuk apa di sediakan fitur maxim wallet kalau gak bisa di pakai terus saldo saya yang di sana gimana dong gak terima saya,0,1,0,1,0,0,0,0,0,0,0,sediakan fitur maxim wallet gak pakai saldo gimana gak terima,netral
aprilia maira,3,2025-09-18 23:17:38,kebanyakan drivernya kalo bawa motor lama banget walaupun udh diminta tolong cepet,1,0,0,0,0,0,0,1,0,0,0,kebanyakan drivernya kalo bawa motor banget udh tolong cepet,netral
Muh Rizal,5,2025-09-18 22:41:34,ramah,0,0,0,0,0,1,0,0,0,0,0,ramah,netral
Aloysius Hilman,5,2025-09-18 22:29:55,pake maxim murah dan nyaman,0,0,0,0,1,1,0,0,0,0,0,pake maxim murah nyaman,puas
Ciah Ciah,5,2025-09-18 19:57:12,bagus sekali,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
